artists,popularity
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,23
Amilcare Ponchielli;Sir Neville Marriner;Academy of St. Martin in the Fields,23
Ernesto Cortazar;Manuel Esperón;Plácido Domingo;Bebu Silvetti;Miami Symphonic Strings,22
Georges Bizet;Pierre Dervaux;Orchestre du Theatre National de IOpera-Comique,23
Tomaso Albinoni;Pierre Pierlot;Claudio Scimone;I Solisti Veneti,23
Celtic Thunder;George Donaldson,23
Giuseppe Verdi;Luciano Pavarotti;National Philharmonic Orchestra;Peter Maag,23
Giacomo Puccini;Tom Krause;Pier Francesco Poli;Piero de Palma;London Philharmonic Orchestra;Zubin Mehta,23
Hayley Westenra,24
Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;John Relyea,23
Alfredo Catalani;Maria Callas;Tullio Serafin;Philharmonia Orchestra,23
Giuseppe Verdi;Riccardo Muti;Montserrat Caballé;New Philharmonia Orchestra,24
張德蘭,23
Patrizio,21
Andrea Bocelli,47
Il Divo,21
Patricia Petibon,22
Mario del Monaco,21
Il Volo,22
Gioachino Rossini;Peter Mattei;Royal Stockholm Philharmonic Orchestra;Lawrence Renes,46
Jacques Offenbach;Boston Symphony Orchestra;Seiji Ozawa,50
Sarah Brightman,22
"Gaetano Donizetti;Luciano Pavarotti;Orchestra of the Royal Opera House, Covent Garden;Richard Bonynge",43
Andrea Bocelli,23
Il Divo,22
Nightwish,56
Alfie Boe;Rob Houchen,21
Alberto Urso,23
Il Divo,22
Nana Mouskouri,21
Il Divo,21
William Christie,23
Josh Groban,22
Filippa Giordano,22
All Angels,22
Robert Stolz;Herta Talmar;Antonia Fahberg;Franz Fehringer;Willy Hofmann;Bernhard Wilfert;Peter Alexander;Chor;Grosses Operetten Orchester;Franz Marszalek,22
Military Wives,22
Andrea Bocelli,23
Celtic Thunder,22
Celtic Thunder,22
Celtic Thunder,22
Léo Delibes;Natalie Dessay;Delphine Haidan;Michel Plasson;Orchestre Du Capitole De Toulouse,23
Alberto Urso,23
Michael Crawford,22
Collabro,22
Léo Delibes;Slovak Radio Symphony Orchestra;Andrew Mogrelia,23
Epica,24
Alberto Urso,22
Epica,24
Vincenzo Bellini;Théophile Alexandre;Quatuor Zaïde,25
Richard Wagner;Daniel Barenboim;Berliner Philharmoniker;Waltraud Meier,23
"Giacomo Puccini;Luciano Pavarotti;Orchestra of the Royal Opera House, Covent Garden;Sir Edward Downes",23
Epica;Jan Chris de Koeijer,24
Giacomo Puccini;Nicolai Ghiaurov;Rolando Panerai;Gianni Maffeo;Luciano Pavarotti;Berliner Philharmoniker;Herbert von Karajan,23
George Perris;George Dalaras,22
Giacomo Puccini;Kiri Te Kanawa;Kent Nagano;Orchestre de l'Opéra de Lyon,23
Giuseppe Verdi;Cristina Gallardo-Domas;Maurizio Barbacini;Das Münchner Rundfunkorchester;Munich Radio Orchestra,23
Giuseppe Verdi;Sir Colin Davis;Christine Brewer;London Symphony Orchestra,23
Malena Ernman;Så som i Himmelen Ensemblen,22
Georges Bizet;Roberto Alagna;Michel Plasson;Orchestre National Du Capitole De Toulouse,23
Giuseppe Verdi;Rolando Villazón;Anna Netrebko;Wiener Philharmoniker;Carlo Rizzi,23
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,23
Maire Brennan,48
Bernward Koch,50
Andrea Bocelli,22
Lara Fabian,22
Russell Watson;Robbie McIntosh,21
André Rieu;Johann Strauss Orchestra,22
Bernward Koch,22
Phil Coulter,22
Bernward Koch,22
Josh Groban;Arturo Sandoval,21
André Rieu;Johann Strauss Orchestra,22
Emmerich Kálmán;Peter Alexander,21
Hayley Westenra;Catrin Finch,23
Plácido Domingo,20
Jacques Offenbach,23
Therion,25
Nana Mouskouri,21
Maire Brennan,22
Epica,24
Nightwish,57
Alessandro Scarlatti;Nora Fischer;Marnix Dorrestein,23
Emma Shapplin,21
José Carreras;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,21
"Giacomo Puccini;Giuseppe Di Stefano;Maria Callas;Rolando Panerai;Anna Moffo;Orchestra Del Teatro Alla Scala, Milano;Antonino Votto;Orchestra Del Teatro Alla Scala Di Milan",22
Lara Fabian,22
Georges Bizet;Nicolas Rivenq;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,23
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,23
Giacomo Puccini;Tom Krause;Pier Francesco Poli;Piero de Palma;London Philharmonic Orchestra;Zubin Mehta,22
Georges Bizet;Roberto Alagna;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,23
Mario Lanza,0
Giacomo Puccini;Tom Krause;Pier Francesco Poli;Piero de Palma;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,23
Giacomo Puccini;Montserrat Caballé;Sir Charles Mackerras;London Symphony Orchestra,23
Giacomo Puccini;Dame Joan Sutherland;Luciano Pavarotti;Sir Peter Pears;Montserrat Caballé;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,23
Giacomo Puccini;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,22
Giuseppe Verdi;Sir Colin Davis;Christine Brewer;London Symphony Orchestra,22
Giuseppe Verdi;Luciano Pavarotti;Kiri Te Kanawa;Sherrill Milnes;Riccardo Cassinelli;Ambrosian Opera Chorus;London Symphony Orchestra;Richard Bonynge,22
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Great Festival Choir and Orchestra;Symphony Orchestra of Madrid;Kurt Sanderling,0
"Giuseppe Verdi;Riccardo Muti;Coro Del Teatro Alla Scala Di Milano;Orchestra Del Teatro Alla Scala, Milano",23
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Guitar Accompaniment,0
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,0
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,23
"Giuseppe Verdi;Riccardo Muti;Chorus of the Royal Opera House, Covent Garden;New Philharmonia Orchestra",23
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,22
Katherine Jenkins;Choir of The King's Consort;Philharmonia Orchestra;Nicholas Dodd,50
Charlotte Church;James Horner,37
Dimash Qudaibergen,53
Bernward Koch,51
Secret Garden;Fionnuala Gill,42
Il Volo,21
Luciano Pavarotti;Pino Daniele,21
Josh Groban,21
Alessandro Safina,21
Chloe Agnew,22
Dimash Qudaibergen;Igor Krutoy,45
Lara Fabian,21
Il Divo,21
Patrizio Buanne,21
Celtic Woman,52
Celtic Woman,21
Josh Groban,54
Josh Groban,21
Hayley Westenra,22
Andrea Bocelli,22
Nana Mouskouri,21
Celtic Woman,21
Andrea Bocelli,22
Collabro,21
Collabro,47
Nana Mouskouri,21
Michael Ball;Imelda Staunton;The 2012 London Cast of Sweeney Todd,21
Fritz Wunderlich;Symphonieorchester Graunke;Carl Michalski,21
Nicola Porpora;Théophile Alexandre;Guillaume Vincent,21
Il Volo,21
Tarja,23
Umberto Giordano;Montserrat Caballé;Leo Nucci;Astrid Varnay;Kathleen Kuhlmann;National Philharmonic Orchestra;Riccardo Chailly,22
Jean-Baptiste Lully;Le Concert Spirituel;Herve Niquet,22
Sissel,21
Carlo Pallavicino;Lea Desandre;Jupiter;Thomas Dunford,21
Sissel;Odd Nordstoga,22
Russell Watson,21
Michael Ball;Alfie Boe,22
Tarja,22
Jean-Philippe Rameau;Olivia Doray;Reinoud Van Mechelen;Orfeo Orchestra;Gyorgy Vashegyi,22
Giuseppe Verdi;Cecilia Bartoli;Luciano Pavarotti;Coro Sinfonico di Milano Giuseppe Verdi;Orchestra Sinfonica di Milano Giuseppe Verdi;Riccardo Chailly,22
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,22
Giuseppe Verdi;Antonio Pappano;London Symphony Orchestra,22
Giacomo Puccini;Dame Joan Sutherland;Sir Peter Pears;Luciano Pavarotti;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,22
Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,22
Giuseppe Verdi;Rolando Villazón;Wiener Philharmoniker;Carlo Rizzi,22
Giuseppe Verdi;Ghena Dimitrova;Kurt Rydl;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli;Chor der Deutschen Oper Berlin,23
Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;Karen Cargill;Stuart Neill;John Relyea;Christine Brewer,22
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,22
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,22
Luciano Pavarotti,49
André Rieu;Johann Strauss Orchestra,51
Bernward Koch,50
Andrea Bocelli,21
Bernward Koch,50
Andrea Bocelli,21
Andrea Bocelli;Cecilia Bartoli,21
Celtic Woman,21
Richard Wagner;Slovak Philharmonic;Michael Halasz,48
Il Volo,21
Sol3 Mio,21
Josh Groban,21
Andrea Bocelli,21
Tarja,22
Collabro,20
Andrea Bocelli,21
Nightwish,54
Josh Groban,20
Celtic Thunder;Keith Harkin,21
Gioachino Rossini;Royal Philharmonic Orchestra;Philip Ellis,43
Il Volo,21
Epica,51
André Rieu;Johann Strauss Orchestra,21
"Ruggero Leoncavallo;Plácido Domingo;Orchestra Del Teatro Alla Scala, Milano;Georges Prêtre",21
Celtic Woman,21
Nightwish,53
André Rieu,22
Giacomo Puccini;Il Volo;Plácido Domingo,22
Secret Garden;Cathrine Iversen,22
Filippa Giordano,20
Giuseppe Verdi;Luciano Pavarotti;Dame Joan Sutherland;The London Opera Chorus;National Philharmonic Orchestra;Richard Bonynge,52
Andrea Bocelli,21
Il Volo,21
Jussi Björling;RCA Victor Orchestra;Robert Merrill;Renato Cellini,20
Therion,24
André Rieu;Johann Strauss Orchestra,22
Nightwish,21
Filippa Giordano,20
Emmerich Kálmán;Anneliese Rothenberger;Willy Mattes;Symphonieorchester Graunke,21
Ruggero Leoncavallo;Franco Corelli;Orchestra Sinfonica Nazionale della RAI di Torino;Arturo Basile,21
Nightwish,22
André Rieu;Tanja Derwahl,21
Giacomo Puccini;Plácido Domingo,22
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,22
Georges Bizet;Barry Wordsworth;London Symphony Orchestra,22
Tomaso Albinoni;L'armonia delle Cetre;Matteo Saccà,22
Giacomo Puccini;Katia Ricciarelli;Ruggero Raimondi;Berliner Philharmoniker;Herbert von Karajan,22
Giuseppe Verdi;Sir Colin Davis;Christine Brewer;Karen Cargill;London Symphony Orchestra,22
Giuseppe Verdi;Yevgeny Nesterenko;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli,22
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,22
Avantasia,46
Adolphe Adam;John Williams,43
June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,20
Richard Wagner;Members Of The Wiener Philharmoniker;Walter Weller;Sir Georg Solti,21
Il Volo,21
Sol3 Mio,20
Jules Massenet;Mischa Maisky;Daria Hovora,22
Three Graces,20
Celtic Thunder;Keith Harkin,21
Andrea Bocelli,20
Richard Wagner;Gewandhausorchester;Andris Nelsons,21
Susan Boyle,20
Sarah Brightman,20
Celtic Thunder;Keith Harkin,21
Il Divo,20
Piero Cappuccilli;Margherita Rinaldi,21
Jean-Philippe Rameau;Víkingur Ólafsson,22
Il Divo,57
Méav,21
Collabro,20
Michael Ball;Imelda Staunton,21
Josh Groban;Jennifer Nettles,20
Celtic Woman,20
The Ten Tenors,20
Emma Shapplin,20
Alfie Boe,20
Celtic Thunder;Paul Byrom;Ryan Kelly,21
Celtic Thunder;Emmet Cahill,21
José Carreras,20
Giorgia Fumanti,20
Tomaso Albinoni;Rex Richardson;Classic FM Radio Orchestra;Grigor Palikarov,21
Michael Ball;Alfie Boe,21
Gioachino Rossini;Antonio Pappano;Gabriele Gemignani;Orchestra dell'Accademia Nazionale di Santa Cecilia,21
Epica,23
Gioachino Rossini;Fernanda Costa;Gloria Banditelli;Orchestra del Teatro Comunale di Bologna;Riccardo Chailly,21
Alfredo Kraus,21
Giuseppe Verdi;Zsuzsa Csonka;Franco de Grandis;Maurizio Frusoni;Daniela Longhi;Jozsef Mukk;Sandor Pasztor;Roberto Servile;Janos Tandari;Irina Tchistjakova;Budapest Festival Chorus;Hungarian State Opera Orchestra;Will Humburg,22
Gioachino Rossini;Maria Callas;Tullio Serafin;Orchestra del Maggio Musicale Fiorentino,21
Georges Bizet;Alain Vanzo;Georges Prêtre;Orchestre de l'Opéra National de Paris;Paris Opera Orchestra,22
Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,21
Giacomo Puccini;Sir Peter Pears;Luciano Pavarotti;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,21
Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,21
Giacomo Puccini;Sabin Markov;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,21
Georges Bizet;Maria Callas;Nicolai Gedda;Choeurs Rene Duclos;Choeurs D'Enfants Jean Pesneaud;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,22
Nightwish,23
Georges Bizet;Angela Gheorghiu;Michel Plasson;Orchestre National Du Capitole De Toulouse,22
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,22
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,22
Giuseppe Verdi;Sir Colin Davis;Stuart Neill;Karen Cargill;London Symphony Orchestra;John Relyea,22
Giuseppe Verdi;Rolando Villazón;Diane Pilcher;Wiener Philharmoniker;Carlo Rizzi,22
Patricia Janečková;Orchester Viva Musica!,31
Patrizio,20
Maria Callas,31
Giacomo Puccini;Kiri Te Kanawa;London Philharmonic Orchestra;Sir John Pritchard,49
André Rieu;Johann Strauss Orchestra,29
Bernward Koch,50
Andrea Bocelli,21
Russell Watson,20
The Ten Tenors,20
Andrea Bocelli,20
Nicola Porpora;Simone Kermes;La Magnifica Comunità,20
Javier Camarena;Humberto Terán;Armando Garmendi;Red Studio,20
Celtic Woman,20
André Rieu;Johann Strauss Orchestra,48
June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,20
Jules Massenet;Teatro la Fenice Orchestra;Marcello Viotti,21
Jean-Baptiste Lully;Mary Enid Haines;Sharla Nafziger;Aradia Ensemble;Kevin Mallon,51
Xandria,22
Georges Bizet;Samuel Friedmann,21
Andrea Bocelli;New York Philharmonic;Alan Gilbert,20
Andrea Bocelli,21
Robert Stolz;Renée Fleming;Staatskapelle Dresden;Christian Thielemann,19
Emma Shapplin,20
Giuseppe Verdi;Monika Krause;Rannveig Braga;Ivica Neshybova;Yordy Ramiro;Georg Tichy;Peter Oswald;Pavol Maurery;Ladislav Neshyba;Jozef Spacek;Peter Subert;Slovak Philharmonic Chorus;Slovak Radio Symphony Orchestra;Alexander Rahbari,22
Plácido Domingo;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,19
Richard Wagner;Gustav Kuhn,21
Jean-Baptiste Lully;Le Concert Spirituel;Herve Niquet,21
Jean-Philippe Rameau;Ensemble Pygmalion;Raphael Pichon,21
Giacomo Puccini;Plácido Domingo;Luis Cobos;Royal Philharmonic Orchestra,21
Andrea Bocelli,21
Jules Massenet;London Symphony Orchestra;Richard Bonynge,21
Jean-Philippe Rameau;Jordi Savall;Le Concert Des Nations,21
Ruggero Leoncavallo;Il Volo;Marcello Rota,21
Giuseppe Verdi;Luciano Pavarotti;Dame Joan Sutherland;National Philharmonic Orchestra;Richard Bonynge,21
José Carreras;Robert Farnon And His Orchestra,19
Georges Bizet;Elisabeth Vidal;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,21
Georges Bizet;Maria Callas;Nicolai Gedda;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,22
Giacomo Puccini;Luciano Pavarotti;Tom Krause;Pier Francesco Poli;Piero de Palma;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,42
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,21
André Rieu;Mirusia Louwerse,21
"Giuseppe Verdi;Maria Callas;Herbert von Karajan;Orchestra Del Teatro Alla Scala, Milano",21
Georges Bizet;Maria Callas;Jane Berbié;Nadine Sautereau;Orchestre de l'Opéra National de Paris;Georges Prêtre,21
Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,21
Léo Delibes;Carl Davis;Royal Liverpool Philharmonic Orchestra;Janice Watson;Ruby Philogene;The King's Division Normandy Band,21
Giuseppe Verdi;Luciano Pavarotti;Wiener Opernorchester;Nicola Rescigno,21
Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Berliner Philharmoniker;Herbert von Karajan,21
Giuseppe Verdi;Anna Netrebko;Diane Pilcher;Dritan Luca;Thomas Hampson;Wiener Philharmoniker;Carlo Rizzi,21
Giuseppe Verdi;Sir Colin Davis;Stuart Neill;Karen Cargill;London Symphony Orchestra;Christine Brewer;John Relyea,21
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,21
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,21
Dimash Qudaibergen,47
張德蘭,21
Maire Brennan,45
Nana Mouskouri,35
Patrizio Buanne,20
Xandria,39
Patrizio,19
Rhydian,20
Gioachino Rossini;Leonard Bernstein;New York Philharmonic,42
Patrizio Buanne,40
Luciano Pavarotti;The Corrs,19
Il Divo,19
Josh Groban;Ladysmith Black Mambazo,20
Amaury Vassili,19
Mairead Nesbitt,20
Celtic Thunder;Damian McGinty,20
Joey Niceforo,19
Méav,20
Amaury Vassili;Mike Brant,20
All Angels,20
Jonathan Antoine,19
Jason Manford,19
Filippa Giordano,20
Nightwish,48
Luciano Pavarotti;Andrea Griminelli;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,19
After Forever,22
Gaetano Donizetti;Andrea Bocelli;Moscow Radio Symphony Orchestra;Vladimir Fedoseyev,21
Michael Crawford,20
Josh Groban,20
Collabro,19
André Rieu;Johann Strauss Orchestra,20
Collabro,20
Charles Gounod;Nadine Sierra;Orchestra Sinfonica Nazionale della Rai;Riccardo Frizza,21
Gioacchino Cocchi;Bruno de Sá;Francesco Corti;Il Pomo D'oro,20
Celtic Thunder;Neil Byrne,20
Celtic Thunder;Ryan Kelly,20
Elaine Paige,19
Celtic Thunder,20
Gaetano Donizetti;Il Volo;Plácido Domingo,21
Secret Garden,21
Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,20
Victoria de los Ángeles,20
Tarja,21
Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,20
Plácido Domingo;Paloma San Basilio,20
Andrea Bocelli,21
Nightwish,22
Giuseppe Verdi;Dame Joan Sutherland;Marilyn Horne;Luciano Pavarotti;New York City Opera Orchestra;Richard Bonynge,21
Tomaso Albinoni;L'armonia delle Cetre;Matteo Saccà,21
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,21
Jules Massenet;Bomsori;NFM Wrocław Philharmonic;Giancarlo Guerrero,47
Miriam Stockley,52
André Rieu,36
Giacomo Puccini;Cheri Rose Katz;Alan Mallach,33
June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,20
Renata Tebaldi,44
Andrea Bocelli,20
Mario del Monaco,20
Giacomo Puccini;Renaud Capuçon,50
Dmitri Hvorostovsky,19
Celtic Woman,19
Phil Coulter,20
Mario del Monaco,19
Nightwish,52
José Cura;Ewa Malas Godlewska,19
Carl Millöcker;Rudolf Schock;Werner Eisbrenner,20
Phil Coulter,20
Roberto Alagna;London Orchestra;Yvan Cassar,19
Celtic Thunder;Michael O’Dwyer;Neil Byrne,20
Lara Fabian;Bogdan Mihai,19
Amilcare Ponchielli;Gothenburg Symphony Orchestra;Neeme Järvi,49
Phil Coulter,20
André Rieu;Johann Strauss Orchestra,20
Josh Groban,19
Celtic Thunder,20
Phil Coulter,20
Charles Lecocq;Konstantin Mortensen,21
Celtic Thunder;Keith Harkin,20
Andreas Scholl,21
Richard Wagner;Wiener Philharmoniker;Sir Georg Solti,49
Anna Netrebko;PKF – Prague Philharmonia;Emmanuel Villaume,19
El Cuervo de Poe,21
Giuseppe Verdi;Mario del Monaco;Orchestra dell'Accademia Nazionale di Santa Cecilia;Alberto Erede,21
Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,21
Gioachino Rossini;Giulio Prandi;Coro Ghislieri;Francesco Corti;Cristiano Gaudio;Deniel Perer,20
Celtic Thunder,20
Tomaso Albinoni;Il Giardino Armonico;Paolo Grazzi;Giovanni Antonini,20
Sissel;Odd Nordstoga,20
Léo Delibes;Carl Davis;Royal Liverpool Philharmonic Orchestra;Janice Watson;Ruby Philogene;The King's Division Normandy Band,20
Georges Bizet;Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,21
Jean-Philippe Rameau;Les Arts Florissants;William Christie,20
Epica,22
Giuseppe Verdi;Rizzi;Carlo Rizzi;Orchestra dell'Accademia Nazionale di Santa Cecilia,21
Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,21
Georges Bizet;Barry Wordsworth;London Symphony Orchestra,19
Giacomo Puccini;Katia Ricciarelli;Ruggero Raimondi;Berliner Philharmoniker;Herbert von Karajan,21
Giuseppe Verdi;Plácido Domingo;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli;Chor der Deutschen Oper Berlin,21
Giacomo Puccini;Ying Huang;James Conlon,20
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,21
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,21
Sarah Brightman,39
Sarah Brightman,38
Jackie Evancho,42
William Joseph,46
Il Volo,51
Andrea Bocelli,20
Aevum,20
Josh Groban,19
Josh Groban,19
Il Divo,20
Nana Mouskouri;Julio Iglesias,57
Tarja,21
Candlemass,49
The Celtic Tenors,19
Amanda Holden,19
Mark Vincent,19
Sarah Brightman,19
Josh Groban;Andrea Bocelli,52
Il Divo,19
Sarah Brightman,19
Antonio Caldara;Cecilia Bartoli;Les Musiciens du Louvre;Marc Minkowski,20
Mario Frangoulis,19
Avantasia;Ralf Scheepers,51
Russell Watson;Lulu;London Session Orchestra;Nick Ingman,19
Lesley Garrett;Philip Ellis,19
Bryn Terfel;Joseph Calleja;Czech Philharmonic Orchestra;Paul Bateman,19
Therion,23
Collabro,19
Tomaso Albinoni;Anthony Camden;Alison Alty;London Virtuosi;John Georgiadis,21
Méav,20
Jules Massenet;Joshua Bell;Michael Stern;Academy of St. Martin in the Fields,20
Franz Lehár;Karita Mattila;London Philharmonic Orchestra;Yutaka Sado,20
Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,19
Avantasia,22
Michael Ball;Amy Wadge,20
Jason Manford,19
Michael Ball;Alfie Boe,20
Alessandro Scarlatti;Maya Boog;Cologne Chamber Orchestra;Helmut Muller-Bruhl,21
Michael Ball;Alfie Boe,20
Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,20
Teresa Berganza;Juan Antonio Alvares Parejo,20
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,21
Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,20
Léo Delibes;Razumovsky Symphony Orchestra;Andrew Mogrelia,21
Jean-Philippe Rameau;Lóránt Najbauer;Purcell Choir;Orfeo Orchestra;Gyorgy Vashegyi,20
Giacomo Puccini;Montserrat Caballé;London Philharmonic Orchestra;Zubin Mehta,20
